Columna,Estaticos,Desaceledaro,Esperanza Futura,Emergentes,Grandes Creciendo
Poblacion_TotalRegistrosValidosHogares_Efecto,No significativo,Positivo - Medio,Negativo - Muy Bajo,No significativo,Positivo - Bajo
Poblacion_TotalRegistrosValidosPersonas_Efecto,No significativo,Positivo - Bajo,Negativo - Muy Bajo,No significativo,Positivo - Muy Bajo
Probreza_CoefGini_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_INBI-Rural_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,Positivo - Alto,Negativo - Indeterminado
Probreza_INBI-Urbana_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,Positivo - Alto,Negativo - Indeterminado
Probreza_IPM_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
Probreza_IPMCabecera_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Probreza_IPMRural_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Medio,Negativo - Indeterminado
Probreza_IncidPobMonetaria_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaActual_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaExtrema_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaExtremaActual_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaExtremaHombres_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaExtremaHombresActual_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaExtremaJefFemenina_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaExtremaJefMasculina_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaExtremaMujeres_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaExtremaMujeresActual_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaHombres_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaHombresActual_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaJefFemenina_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaJefMasculina_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaMujeres_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_IncidPobMonetariaMujeresActual_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
Probreza_PoblacionMiseria_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,Positivo - Muy Alto,Negativo - Indeterminado
Probreza_PoblacionMiseriaRural_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,Positivo - Muy Alto,Negativo - Indeterminado
Probreza_PoblacionMiseriaUrbana_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,Positivo - Muy Alto,Negativo - Indeterminado
salud_AfilRegContributivo_Efecto,Negativo - Indeterminado,Positivo - Indeterminado,Negativo - Muy Alto,Negativo - Muy Alto,Positivo - Indeterminado
salud_AfilRegEspeciales_Efecto,Negativo - Bajo,Positivo - Muy Alto,Negativo - Medio,No significativo,Positivo - Alto
salud_AfilRegSubsidiado_Efecto,Positivo - Muy Bajo,No significativo,No significativo,Positivo - Bajo,Negativo - Muy Alto
salud_AfilSGSSS_Efecto,Negativo - Bajo,Positivo - Alto,Negativo - Bajo,No significativo,Positivo - Alto
salud_CobRegSubsidiado_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_CobVacDPT_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_CobVacPentavalente_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_CobVacTripleViral_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_IncidDengue_Efecto,No significativo,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
salud_IncidEnfChagas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
salud_IncidTuberculosis_Efecto,No significativo,No significativo,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_IncidVIH_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Alto
salud_IncidVIHHombre_Efecto,Negativo - Muy Alto,Positivo - Indeterminado,No significativo,No significativo,No significativo
salud_IncidVIHMujer_Efecto,Negativo - Indeterminado,Positivo - Indeterminado,No significativo,No significativo,Positivo - Indeterminado
salud_MortAsocVIH_SIDA_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
salud_MortDesnutricionMenores5_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
salud_MortMenores5EDA_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
salud_MortMenores5IRA_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
salud_MujSumAnticoncep_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Medio,No significativo,Negativo - Indeterminado
salud_PersDiscapacidad_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
salud_PobPobreNoAtendida_Efecto,No significativo,No significativo,No significativo,Positivo - Muy Alto,Negativo - Alto
salud_PorcNacVivosBajoPeso_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
salud_PorcNacVivosCtrlPrenatal_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_PorcNacVivosMadres1417_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_PorcNacVivosMadres1826_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_PorcNacVivosMadresMen14_Efecto,No significativo,Negativo - Indeterminado,Positivo - Alto,Positivo - Alto,Negativo - Indeterminado
salud_PromControlesPrenatales_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_RazMortMaterna42Dias_Efecto,No significativo,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
salud_TasaFecundidad_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_TasaFecundidad1014_Efecto,Positivo - Alto,Negativo - Indeterminado,No significativo,Positivo - Alto,Negativo - Indeterminado
salud_TasaFecundidad1019_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,Positivo - Bajo,Negativo - Indeterminado
salud_TasaFecundidad1519_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_TasaMortAccTranspTerrestreHombres_Efecto,No significativo,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_TasaMortAccTranspTerrestreMujeres_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Muy Alto
salud_TasaMortAccidentesTranspTerrestre_Efecto,Positivo - Medio,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_TasaMortLesAutoinfligSuicidios_Efecto,Positivo - Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
salud_TasaMortLesAutoinfligSuicidiosHombre_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
salud_TasaMortLesAutoinfligSuicidiosMujer_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
salud_TasaMortTumorMalignoCuelloUtero_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
salud_TasaMortTumorMalignoMama_Efecto,No significativo,No significativo,No significativo,No significativo,Negativo - Indeterminado
salud_TasaMortTumorMalignoProstata_Efecto,Positivo - Muy Alto,No significativo,No significativo,No significativo,Negativo - Indeterminado
salud_TasaMortalidad_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
salud_TasaMortalidadInfantil1Anio_Efecto,Positivo - Indeterminado,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
salud_TasaMortalidadInfantil5Anios_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
salud_TasaMortalidadNeonatal_Efecto,Positivo - Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
salud_TasaMortalidadPrematuraDiabetes_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
salud_TasaMortalidadPrematuraEnfCirculatorio_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
salud_TasaNegligenciaAbandono_Efecto,Positivo - Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
seguridad_CuartaMedidaCorrectiva_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
seguridad_PrimeraMedidaCorrectiva_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
seguridad_ProporcionOtrasMedidasCorrectivas_Efecto,Positivo - Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
seguridad_QuintaMedidaCorrectiva_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
seguridad_SegundaMedidaCorrectiva_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
seguridad_TasaExtorsion_Efecto,No significativo,Negativo - Indeterminado,Positivo - Alto,Positivo - Alto,Negativo - Indeterminado
seguridad_TasaHomicidios_Efecto,No significativo,No significativo,No significativo,Positivo - Muy Alto,Negativo - Indeterminado
seguridad_TasaHomicidiosAccidentesTransito_Efecto,No significativo,Negativo - Indeterminado,No significativo,No significativo,Negativo - Indeterminado
seguridad_TasaHomicidiosAreasRurales_Efecto,No significativo,No significativo,No significativo,Positivo - Muy Alto,Negativo - Indeterminado
seguridad_TasaHomicidiosAreasUrbanas_Efecto,No significativo,No significativo,No significativo,Positivo - Muy Alto,Negativo - Indeterminado
seguridad_TasaHomicidiosHombres_Efecto,No significativo,No significativo,No significativo,Positivo - Muy Alto,Negativo - Indeterminado
seguridad_TasaHomicidiosMujeres_Efecto,Negativo - Muy Alto,No significativo,No significativo,Positivo - Muy Alto,Negativo - Indeterminado
seguridad_TasaHurtoComun_Efecto,No significativo,Negativo - Muy Alto,Positivo - Alto,No significativo,No significativo
seguridad_TasaHurtoPersonas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seguridad_TasaLesionesAccidentesTransito_Efecto,No significativo,No significativo,Positivo - Alto,No significativo,Negativo - Indeterminado
seguridad_TasaSecuestro_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seguridad_TasaViolenciaInterpersonal_Efecto,Positivo - Alto,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
seguridad_TasaViolenciaIntrafamiliar_Efecto,No significativo,Negativo - Indeterminado,Positivo - Alto,No significativo,Negativo - Indeterminado
seguridad_TerceraMedidaCorrectiva_Efecto,Positivo - Muy Alto,Negativo - Indeterminado,Positivo - Muy Alto,No significativo,Negativo - Indeterminado
seg_fluvial_ArmasIncautadas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_CasosPirateria_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_CasosTerrorismo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_ContrabandoBienesFungibles_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_ContrabandoBienesMuebles_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_ContrabandoBienesNoFungibles_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EmbarcacionesRescatadas_ArtefactoNaval_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EmbarcacionesRescatadas_BotesLanchas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EmbarcacionesRescatadas_Motonaves_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EmbarcacionesRescatadas_YatesVeleros_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesExtincion_Aves_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesExtincion_FaunaPeces_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesExtincion_Flora_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesExtincion_Herpetofauna_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesExtincion_Mamiferos_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesIncautadas_Camaron_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesIncautadas_Caracol_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesIncautadas_Langosta_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesMaderables_Ceiba_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesMaderables_Madera_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesMaderables_Otros_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesMaderables_Sajo_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesMaderables_Sande_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_EspeciesMaderables_TangareMangle_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_HurtosMar_ArtefactoNaval_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_HurtosMar_BotesLanchas_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_HurtosMar_Motonaves_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_HurtosMar_YatesVeleros_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_Incautaciones_ArmasAcompanamiento_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_Incautaciones_ArmasCortoAlcance_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_Incautaciones_ArmasLargoAlcance_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_Incautaciones_Bazuco_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_Incautaciones_ClorhidratoCocaina_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_Incautaciones_Heroina_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
seg_fluvial_Incautaciones_Marihuana_Efecto,No significativo,No significativo,No significativo,No significativo,No significativo
